-8.7209,0.1551,1.5
-8.7187,0.15525,1.5
-8.7166,0.15539,1.5
-8.7144,0.15553,1.5
-8.7122,0.15567,1.5
-8.71,0.15581,1.5
-8.7078,0.15596,1.5
-8.7057,0.1561,1.5
-8.7035,0.15624,1.5
-8.7013,0.15638,1.5
-8.6991,0.15652,1.5
-8.697,0.15667,1.5
-8.6948,0.15681,1.5
-8.6926,0.15695,1.5
-8.6904,0.15709,1.5
-8.6882,0.15723,1.5
-8.6861,0.15738,1.5
-8.6839,0.15752,1.5
-8.6817,0.15766,1.5
-8.6795,0.1578,1.5
-8.6774,0.15794,1.5
-8.6752,0.15809,1.5
-8.673,0.15823,1.5
-8.6708,0.15837,1.5
-8.6687,0.15851,1.5
-8.6665,0.15866,1.5
-8.6643,0.1588,1.5
-8.6621,0.15894,1.5
-8.6599,0.15908,1.5
-8.6578,0.15922,1.5
-8.6556,0.15937,1.5
-8.6534,0.15951,1.5
-8.6512,0.15965,1.5
-8.6491,0.15979,1.5
-8.6469,0.15993,1.5
-8.6447,0.16008,1.5
-8.6425,0.16022,1.5
-8.6403,0.16036,1.5
-8.6382,0.1605,1.5
-8.636,0.16064,1.5
-8.6338,0.16079,1.5
-8.6316,0.16093,1.5
-8.6295,0.16107,1.5
-8.6273,0.16121,1.5
-8.6251,0.16135,1.5
-8.6229,0.1615,1.5
-8.6208,0.16164,1.5
-8.6186,0.16178,1.5
-8.6164,0.16192,1.5
-8.6142,0.16206,1.5
-8.612,0.16221,1.5
-8.6099,0.16235,1.5
-8.6077,0.16249,1.5
-8.6055,0.16263,1.5
-8.6033,0.16278,1.5
-8.6012,0.16292,1.5
-8.599,0.16306,1.5
-8.5968,0.1632,1.5
-8.5946,0.16334,1.5
-8.5924,0.16349,1.5
-8.5903,0.16363,1.5
-8.5881,0.16377,1.5
-8.5859,0.16391,1.5
-8.5837,0.16405,1.5
-8.5816,0.1642,1.5
-8.5794,0.16434,1.5
-8.5772,0.16448,1.5
-8.575,0.16462,1.5
-8.5729,0.16476,1.5
-8.5707,0.16491,1.5
-8.5685,0.16505,1.5
-8.5663,0.16519,1.5
-8.5641,0.16533,1.5
-8.562,0.16547,1.5
-8.5598,0.16562,1.5
-8.5576,0.16576,1.5
-8.5554,0.1659,1.5
-8.5533,0.16604,1.5
-8.5511,0.16618,1.5
-8.5489,0.16633,1.5
-8.5467,0.16647,1.5
-8.5445,0.16661,1.5
-8.5424,0.16675,1.5
-8.5402,0.1669,1.5
-8.538,0.16704,1.5
-8.5358,0.16718,1.5
-8.5337,0.16732,1.5
-8.5315,0.16746,1.5
-8.5293,0.16761,1.5
-8.5271,0.16775,1.5
-8.525,0.16789,1.5
-8.5228,0.16803,1.5
-8.5206,0.16817,1.5
-8.5184,0.16832,1.5
-8.5162,0.16846,1.5
-8.5141,0.1686,1.5
-8.5119,0.16874,1.5
-8.5097,0.16888,1.5
-8.5075,0.16903,1.5
-8.5054,0.16917,1.5
-8.7209,0.1551,1.5
-8.5054,0.16917,1.5
-8.5044,0.16825,1.5
-8.5035,0.16733,1.5
-8.5026,0.16641,1.5
-8.5016,0.16549,1.5
-8.5007,0.16457,1.5
-8.4998,0.16365,1.5
-8.4988,0.16273,1.5
-8.4979,0.16181,1.5
-8.497,0.16089,1.5
-8.496,0.15997,1.5
-8.4951,0.15905,1.5
-8.4942,0.15813,1.5
-8.4932,0.15721,1.5
-8.4923,0.1563,1.5
-8.4914,0.15538,1.5
-8.4905,0.15446,1.5
-8.4895,0.15354,1.5
-8.4886,0.15262,1.5
-8.4877,0.1517,1.5
-8.4867,0.15078,1.5
-8.4858,0.14986,1.5
-8.4849,0.14894,1.5
-8.4839,0.14802,1.5
-8.483,0.1471,1.5
-8.4821,0.14618,1.5
-8.4811,0.14526,1.5
-8.4802,0.14434,1.5
-8.4793,0.14342,1.5
-8.4783,0.1425,1.5
-8.4774,0.14158,1.5
-8.4765,0.14066,1.5
-8.4756,0.13974,1.5
-8.4746,0.13882,1.5
-8.4737,0.13791,1.5
-8.4728,0.13699,1.5
-8.4718,0.13607,1.5
-8.4709,0.13515,1.5
-8.47,0.13423,1.5
-8.469,0.13331,1.5
-8.4681,0.13239,1.5
-8.4672,0.13147,1.5
-8.4662,0.13055,1.5
-8.4653,0.12963,1.5
-8.4644,0.12871,1.5
-8.4634,0.12779,1.5
-8.4625,0.12687,1.5
-8.4616,0.12595,1.5
-8.4607,0.12503,1.5
-8.4597,0.12411,1.5
-8.4588,0.12319,1.5
-8.4579,0.12227,1.5
-8.4569,0.12135,1.5
-8.456,0.12043,1.5
-8.4551,0.11952,1.5
-8.4541,0.1186,1.5
-8.4532,0.11768,1.5
-8.4523,0.11676,1.5
-8.4513,0.11584,1.5
-8.4504,0.11492,1.5
-8.4495,0.114,1.5
-8.4485,0.11308,1.5
-8.4476,0.11216,1.5
-8.4467,0.11124,1.5
-8.4458,0.11032,1.5
-8.4448,0.1094,1.5
-8.4439,0.10848,1.5
-8.443,0.10756,1.5
-8.442,0.10664,1.5
-8.4411,0.10572,1.5
-8.4402,0.1048,1.5
-8.4392,0.10388,1.5
-8.4383,0.10296,1.5
-8.4374,0.10204,1.5
-8.4364,0.10113,1.5
-8.4355,0.10021,1.5
-8.4346,0.099286,1.5
-8.4336,0.098367,1.5
-8.4327,0.097447,1.5
-8.4318,0.096528,1.5
-8.4309,0.095608,1.5
-8.4299,0.094689,1.5
-8.429,0.093769,1.5
-8.4281,0.09285,1.5
-8.4271,0.09193,1.5
-8.4262,0.091011,1.5
-8.4253,0.090091,1.5
-8.4243,0.089172,1.5
-8.4234,0.088252,1.5
-8.4225,0.087333,1.5
-8.4215,0.086413,1.5
-8.4206,0.085494,1.5
-8.4197,0.084574,1.5
-8.4187,0.083654,1.5
-8.4178,0.082735,1.5
-8.4169,0.081815,1.5
-8.416,0.080896,1.5
-8.415,0.079976,1.5
-8.4141,0.079057,1.5
-8.4132,0.078137,1.5
-8.5054,0.16917,1.5
-8.4132,0.078137,1.5
-8.4013,0.075249,1.5
-8.3894,0.07236,1.5
-8.3775,0.069471,1.5
